criteria_mode,spec,qid,replicate,question,p
omitted,partition,not_above,18,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.74
empty,complement,yes,14,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.09
empty,complement,no,14,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.84
paired,partition,above,10,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.23
paired,partition,not_above,10,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.75
paired,partition,above,55,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.23
paired,partition,not_above,55,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.73
paired,nested_time,short,91,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.07
paired,nested_time,long,91,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
omitted,nested_threshold,lower,21,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
omitted,nested_threshold,higher,21,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.02
omitted,partition,above,76,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.18
omitted,partition,not_above,76,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.75
omitted,joint_bounds,one,60,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
omitted,joint_bounds,ten,60,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
omitted,joint_bounds,both,60,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.04
omitted,partition,above,11,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.23
omitted,partition,not_above,11,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.76
omitted,nested_threshold,lower,42,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.09
omitted,nested_threshold,higher,42,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.02
empty,complement,yes,86,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,complement,no,86,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.83
empty,nested_threshold,lower,46,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,nested_threshold,higher,46,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
empty,nested_threshold,lower,42,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
empty,nested_threshold,higher,42,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
paired,complement,yes,15,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.19
paired,complement,no,15,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.78
empty,complement,yes,87,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
empty,complement,no,87,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.81
paired,nested_threshold,lower,70,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
paired,nested_threshold,higher,70,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
empty,complement,yes,8,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,complement,no,8,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.83
paired,joint_bounds,one,14,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.21
paired,joint_bounds,ten,14,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.04
paired,joint_bounds,both,14,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.06
omitted,complement,yes,47,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.09
omitted,complement,no,47,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.91
omitted,partition,above,72,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.21
omitted,partition,not_above,72,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.75
empty,complement,yes,93,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,complement,no,93,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.83
omitted,complement,yes,78,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
omitted,complement,no,78,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.93
omitted,partition,above,24,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.2
omitted,partition,not_above,24,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.73
omitted,joint_bounds,one,76,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
omitted,joint_bounds,ten,76,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.02
omitted,joint_bounds,both,76,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.03
paired,nested_threshold,lower,100,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
paired,nested_threshold,higher,100,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
empty,joint_bounds,one,29,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,joint_bounds,ten,29,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
empty,joint_bounds,both,29,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.07
omitted,nested_threshold,lower,7,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
omitted,nested_threshold,higher,7,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.02
omitted,complement,yes,59,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
omitted,complement,no,59,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.92
omitted,nested_threshold,lower,17,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
omitted,nested_threshold,higher,17,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.02
empty,complement,yes,83,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,complement,no,83,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.82
omitted,partition,above,79,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.21
omitted,partition,not_above,79,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.76
empty,nested_time,short,53,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.07
empty,nested_time,long,53,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
omitted,nested_threshold,lower,80,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.13
omitted,nested_threshold,higher,80,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.02
omitted,complement,yes,74,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
omitted,complement,no,74,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.93
empty,partition,above,42,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.19
empty,partition,not_above,42,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.72
paired,partition,above,75,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.22
paired,partition,not_above,75,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.74
empty,nested_threshold,lower,87,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,nested_threshold,higher,87,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
paired,joint_bounds,one,59,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.22
paired,joint_bounds,ten,59,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.04
paired,joint_bounds,both,59,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.07
empty,joint_bounds,one,68,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
empty,joint_bounds,ten,68,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.04
empty,joint_bounds,both,68,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.06
paired,complement,yes,61,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.2
paired,complement,no,61,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.78
paired,joint_bounds,one,40,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.17
paired,joint_bounds,ten,40,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.04
paired,joint_bounds,both,40,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.07
paired,complement,yes,94,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.19
paired,complement,no,94,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.77
empty,joint_bounds,one,99,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,joint_bounds,ten,99,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
empty,joint_bounds,both,99,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.06
omitted,complement,yes,53,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
omitted,complement,no,53,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.92
empty,joint_bounds,one,10,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,joint_bounds,ten,10,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.04
empty,joint_bounds,both,10,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.07
omitted,nested_threshold,lower,84,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,nested_threshold,higher,84,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.02
omitted,partition,above,98,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.2
omitted,partition,not_above,98,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.75
omitted,partition,above,96,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.2
omitted,partition,not_above,96,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.77
paired,joint_bounds,one,96,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.2
paired,joint_bounds,ten,96,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.04
paired,joint_bounds,both,96,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.06
empty,complement,yes,84,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,complement,no,84,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.84
paired,joint_bounds,one,19,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.22
paired,joint_bounds,ten,19,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.05
paired,joint_bounds,both,19,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.07
empty,partition,above,12,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.19
empty,partition,not_above,12,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.72
paired,joint_bounds,one,88,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.22
paired,joint_bounds,ten,88,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.04
paired,joint_bounds,both,88,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.06
paired,nested_threshold,lower,87,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
paired,nested_threshold,higher,87,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
omitted,complement,yes,83,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,complement,no,83,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.91
paired,partition,above,78,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.23
paired,partition,not_above,78,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.72
omitted,nested_time,short,28,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.04
omitted,nested_time,long,28,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.09
omitted,partition,above,49,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.22
omitted,partition,not_above,49,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.77
paired,complement,yes,76,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.19
paired,complement,no,76,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.75
omitted,partition,above,75,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.21
omitted,partition,not_above,75,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.75
paired,nested_threshold,lower,12,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
paired,nested_threshold,higher,12,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
paired,complement,yes,2,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.2
paired,complement,no,2,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.79
omitted,joint_bounds,one,18,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.13
omitted,joint_bounds,ten,18,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
omitted,joint_bounds,both,18,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.04
paired,nested_time,short,67,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
paired,nested_time,long,67,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.13
empty,partition,above,69,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.18
empty,partition,not_above,69,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.72
paired,joint_bounds,one,91,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.2
paired,joint_bounds,ten,91,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.04
paired,joint_bounds,both,91,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.06
paired,nested_time,short,46,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
paired,nested_time,long,46,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
paired,nested_time,short,96,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.07
paired,nested_time,long,96,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
empty,nested_threshold,lower,45,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,nested_threshold,higher,45,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
empty,partition,above,89,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.18
empty,partition,not_above,89,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.7
paired,complement,yes,19,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.22
paired,complement,no,19,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.77
omitted,nested_time,short,16,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
omitted,nested_time,long,16,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
omitted,nested_threshold,lower,72,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.09
omitted,nested_threshold,higher,72,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.02
omitted,complement,yes,57,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,complement,no,57,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.92
paired,partition,above,38,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.22
paired,partition,not_above,38,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.74
paired,nested_threshold,lower,44,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.14
paired,nested_threshold,higher,44,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
paired,nested_time,short,84,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
paired,nested_time,long,84,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.13
paired,joint_bounds,one,67,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.21
paired,joint_bounds,ten,67,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.04
paired,joint_bounds,both,67,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.06
paired,nested_threshold,lower,99,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
paired,nested_threshold,higher,99,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
empty,joint_bounds,one,52,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
empty,joint_bounds,ten,52,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
empty,joint_bounds,both,52,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.06
empty,nested_threshold,lower,86,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.13
empty,nested_threshold,higher,86,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
empty,partition,above,70,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.23
empty,partition,not_above,70,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.69
